,Time,Temperature,Humidity,RPM,Vibrations,Pressure,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Status
37,2020-01-01 00:37:00,38.11182,74.0207,72.0,18.02,76.0,0.8482277647058823,204.64575714285715,0.7837059040590406,809.2908833333335,7.146789,15.765375937499998,0.0
38,2020-01-01 00:38:00,39.6915599999999,74.0801,72.0,18.22,75.0,0.8574898823529411,203.14130571428572,0.7975859778597786,820.8299166666666,7.101140099999971,15.697016999999882,0.0
39,2020-01-01 00:39:00,40.55279,74.0715,72.0,16.35,76.0,0.7692710588235294,204.47949714285713,0.8178726937269373,817.38825,7.1325239,15.86792025,0.0
40,2020-01-01 00:40:00,41.04445,73.9193,72.0,17.09,76.0,0.8041209411764706,204.30158,0.8477690036900368,807.77655,7.1039937,15.765375937499998,0.0
41,2020-01-01 00:41:00,41.3467799999999,74.2264,72.0,16.56,76.0,0.7795162352941176,203.81479714285712,0.8637845018450184,828.3766166666668,7.1154052,15.654291187499998,0.0
42,2020-01-01 00:42:00,40.72841,74.0964,72.0,18.62,76.0,0.8762964705882306,203.9213142857143,0.8691232472324724,813.6857166666665,7.1154052,15.7397428125,0.0
43,2020-01-01 00:43:00,40.09476,74.0028,72.0,20.86,76.0,0.9818211764705883,204.49261142857142,0.8317531365313653,815.7517666666666,7.101140099999971,15.765375937499998,0.0
44,2020-01-01 00:44:00,40.4242799999999,73.9682,72.0,21.56,76.0,1.0145261176470588,203.6526657142857,0.7805025830258302,821.4000666666666,7.1353746,15.731202374999999,0.0
45,2020-01-01 00:45:00,40.3919999999999,73.992,72.0,20.98,76.0,0.98749552941176,204.30293999999998,0.7463354243542436,813.5198166666665,7.101140099999971,15.808101749999999,0.0
46,2020-01-01 00:46:00,39.94228,73.8575,72.0,20.87,76.0,0.9820898823529411,204.8719057142857,0.7356583025830259,826.58625,7.1524933,15.697016999999882,0.0
47,2020-01-01 00:47:00,38.79309,73.757,72.0,20.87,75.0,0.981924705882353,203.2912457142857,0.7196424354243542,811.7624666666666,7.095435800000001,15.654291187499998,0.0
48,2020-01-01 00:48:00,38.41295,73.9058,72.0,18.02,76.0,0.8480465882352941,204.24353714285712,0.6950852398523986,811.9925333333334,7.1353746,15.697016999999882,0.0
49,2020-01-01 00:49:00,39.12001,74.2065,72.0,19.85,76.0,0.9342498823529413,204.0933542857143,0.6715952029520295,814.1475999999999,7.092582199999999,15.808101749999999,0.0
50,2020-01-01 00:50:00,39.22474,74.1495,72.0,20.45,76.0,0.9622084705882353,204.11652285714283,0.6747985239852398,829.3131,7.123963099999999,15.731202374999999,0.0
51,2020-01-01 00:51:00,39.73726,74.0528,72.0,21.6,76.0,1.0166842352941177,204.63881142857142,0.6854756457564576,836.0826833333334,7.1154052,15.731202374999999,0.0
52,2020-01-01 00:52:00,38.40491,73.6219,72.0,19.99,76.0,0.9405496470588235,204.02957999999998,0.7004236162361623,824.1579500000001,7.109698,15.842287124999999,0.0
53,2020-01-01 00:53:00,37.03177,73.4609,72.0,19.38,76.0,0.9120065882352941,204.17092285714284,0.712168634686347,824.9644666666667,7.1325239,15.842287124999999,0.0
54,2020-01-01 00:54:00,37.40719,73.5678,72.0,19.88,76.0,0.9353063529411765,204.02617999999998,0.6961527675276753,811.4458333333333,7.101140099999971,15.697016999999882,0.0
55,2020-01-01 00:55:00,36.70471,73.9957,72.0,20.61,75.0,0.9700875294117647,203.40708857142855,0.6726630996309962,822.9289833333333,7.146789,15.7397428125,0.0
56,2020-01-01 00:56:00,35.26255,74.286,72.0,21.78,76.0,1.024846117647059,204.27787714285714,0.6449022140221402,819.1582,7.092582199999999,16.0217308125,0.0
57,2020-01-01 00:57:00,34.83115,74.6511,72.0,19.85,76.0,0.9342498823529413,204.37162,0.6096675276752768,811.79175,7.1353746,16.0986301875,0.0
58,2020-01-01 00:58:00,34.7444,74.3852,72.0,19.7,76.0,0.9272451764705836,204.41033142857145,0.5808391143911439,818.8117000000001,7.092582199999999,15.987545437499879,0.0
59,2020-01-01 00:59:00,33.96674,74.3852,72.0,19.55,76.0,0.9198908235294118,204.41033142857145,0.561620295202952,818.8117000000001,7.123963099999999,16.158448687499998,0.0
60,2020-01-01 01:00:00,34.37589,73.9195,72.0,18.33,76.0,0.8627741176470589,203.53823142857144,0.552010701107011,819.9164166666666,7.1154052,15.944819625,0.0
61,2020-01-01 01:01:00,34.37589,73.9195,72.0,18.33,76.0,0.8627741176470589,203.53823142857144,0.552010701107011,819.9164166666666,7.1154052,15.944819625,0.0
62,2020-01-01 01:02:00,33.47811,74.1246,72.0,17.52,76.0,0.824652705882353,204.7274542857143,0.5456044280442804,802.0974500000001,7.1325239,16.055904374999997,0.0
63,2020-01-01 01:03:00,34.1497,73.9598,72.0,17.53,76.0,0.8250164705882306,203.90237142857143,0.5456044280442804,807.5883666666667,7.092582199999999,16.055904374999997,0.0
64,2020-01-01 01:04:00,35.03496,73.8683,72.0,17.21,76.0,0.8096616470588236,203.3922257142857,0.5509431734317343,830.6619999999999,7.146789,16.0217308125,0.0
65,2020-01-01 01:05:00,36.01307,74.0737,72.0,18.08,76.0,0.8506169411764706,204.7056942857143,0.5648232472324723,824.6592666666667,7.092582199999999,16.115722875,0.0
66,2020-01-01 01:06:00,37.0239599999999,74.6046,72.0,18.23,76.0,0.8580663529411765,205.0221857142857,0.5829745387453874,809.5529166666666,7.143935399999971,16.235348062499998,0.0
67,2020-01-01 01:07:00,37.03629,74.5103,72.0,17.66,76.0,0.8312357647058823,203.86594285714284,0.598990405904059,824.9006499999999,7.101140099999971,16.055904374999997,0.0
68,2020-01-01 01:08:00,37.31326,74.0617,72.0,17.22,76.0,0.8104414117647059,204.35801999999998,0.6032612546125461,819.3485999999999,7.1211124,16.055904374999997,0.0
69,2020-01-01 01:09:00,36.88323,74.1347,72.0,17.67,76.0,0.8316503529411765,204.1517857142857,0.6021933579335793,810.9008833333334,7.1154052,16.166989124999997,0.0
70,2020-01-01 01:10:00,36.47318,74.0733,72.0,19.65,76.0,0.9246748235294118,203.99023714285713,0.6053966789667896,810.1653,7.1039937,15.92773875,0.0
71,2020-01-01 01:11:00,36.56225,73.9934,72.0,20.42,76.0,0.9607134117647059,204.22789714285713,0.6107354243542436,821.6888166666668,7.1353746,16.1242633125,0.0
72,2020-01-01 01:12:00,36.38025,73.8809,72.0,18.68,76.0,0.8790658823529411,204.4289342857143,0.6160738007380073,828.8799166666666,7.101140099999971,16.055904374999997,0.0
73,2020-01-01 01:13:00,37.16782,73.9314,72.0,19.27,76.0,0.9070320000000001,203.00797714285713,0.636360516605166,821.6920833333334,7.149642599999999,16.0986301875,0.0
74,2020-01-01 01:14:00,37.8893099999999,73.9645,72.0,18.2,76.0,0.8562414117647058,204.47677714285715,0.6481055350553505,819.6156500000001,7.092582199999999,16.055904374999997,0.0
75,2020-01-01 01:15:00,38.84214,73.9438,72.0,17.92,76.0,0.8434856470588189,204.66746857142854,0.6566472324723247,821.2885333333334,7.146789,16.115722875,0.0
76,2020-01-01 01:16:00,39.33783,74.0101,72.0,16.08,76.0,0.7568945882352941,203.84666,0.6534439114391144,827.9500833333333,7.092582199999999,16.055904374999997,0.0
77,2020-01-01 01:17:00,40.0589,74.0738,72.0,17.48,76.0,0.8226635294117647,204.40421142857144,0.6299542435424355,818.1187,7.123963099999999,16.0815375,0.0
78,2020-01-01 01:18:00,38.93153,74.1321,72.0,18.32,76.0,0.8620249411764659,204.64318285714288,0.6086,816.18495,7.1039937,15.979004999999999,0.0
79,2020-01-01 01:19:00,38.93153,74.0171,72.0,18.32,76.0,0.8620249411764659,204.47833142857144,0.6086,809.0155500000001,7.1039937,15.979004999999999,0.0
80,2020-01-01 01:20:00,39.04633,73.9217,72.0,18.71,76.0,0.8803124705882306,204.2821514285714,0.6053966789667896,811.5973833333334,7.1325239,16.0815375,0.0
81,2020-01-01 01:21:00,38.99781,73.8763,72.0,18.39,76.0,0.8655054117647059,203.73212857142858,0.6235479704797048,814.4796333333334,7.092582199999999,16.064456625,0.0
82,2020-01-01 01:22:00,38.56962,73.8783,72.0,19.78,76.0,0.9308329411764705,204.78860571428572,0.636360516605166,815.1305166666667,7.1524933,16.0217308125,0.0
83,2020-01-01 01:23:00,37.78566,73.8776,72.0,15.39,76.0,0.7242047058823529,203.5297314285714,0.6481055350553505,828.6731833333333,7.0897286,16.1242633125,0.0
84,2020-01-01 01:24:00,38.1761599999999,73.7284,72.0,17.82,76.0,0.8383623529411764,204.12366285714285,0.6352929889298893,820.5303166666666,7.1582004999999995,16.0986301875,0.0
85,2020-01-01 01:25:00,38.48887,73.8791,72.0,17.95,76.0,0.844580705882353,204.72502571428572,0.6288863468634687,824.1392833333333,7.081167799999999,16.064456625,0.0
86,2020-01-01 01:26:00,38.75037,74.0098,72.0,19.07,76.0,0.8974145882352941,203.01953714285713,0.6395638376383763,814.75835,7.1353746,16.0815375,0.0
87,2020-01-01 01:27:00,39.4694299999999,74.2141,72.0,18.91,76.0,0.8896564705882353,204.9422857142857,0.6534439114391144,825.7827666666667,7.1068473,16.0131785625,0.0
88,2020-01-01 01:28:00,40.71349,73.9228,72.0,18.12,76.0,0.8526230588235295,202.90165428571427,0.6662568265682657,817.0758166666666,7.109698,16.064456625,0.0
89,2020-01-01 01:29:00,39.86389,73.8505,72.0,18.11,76.0,0.8521002352941176,204.85500285714284,0.6769339483394834,813.2160166666666,7.1325239,15.944819625,0.0
90,2020-01-01 01:30:00,40.31643,74.1249,72.0,19.27,76.0,0.9068108235294118,204.44802285714283,0.6822723247232473,813.41575,7.092582199999999,16.0815375,0.0
91,2020-01-01 01:31:00,39.2934599999999,74.1923,72.0,19.09,76.0,0.8985835294117647,204.22503142857144,0.679069372693727,795.1501833333333,7.1524933,16.055904374999997,0.0
92,2020-01-01 01:32:00,38.42373,73.9958,72.0,19.57,76.0,0.921060705882353,204.30337714285713,0.6683922509225092,804.2955666666667,7.0897286,16.20117449999988,0.0
93,2020-01-01 01:33:00,36.83498,73.989,72.0,20.33,76.0,0.9565025882352941,203.73606285714283,0.6630535055350554,804.7871999999999,7.1524933,16.055904374999997,0.0
94,2020-01-01 01:34:00,35.71332,73.8593,72.0,20.42,76.0,0.9609967058823529,204.21813428571429,0.6566472324723247,817.4360833333334,7.092582199999999,16.166989124999997,0.0
95,2020-01-01 01:35:00,35.76551,74.1322,72.0,20.03,76.0,0.9423731764705883,203.46547142857142,0.6449022140221402,816.8149500000001,7.1325239,15.979004999999999,0.0
96,2020-01-01 01:36:00,35.76551,74.295,72.0,20.03,76.0,0.9423731764705883,203.99319999999997,0.6449022140221402,823.6834666666667,7.1325239,15.979004999999999,0.0
97,2020-01-01 01:37:00,37.62662,73.9736,72.0,17.81,76.0,0.8381369411764706,203.66359428571428,0.6523763837638377,822.8588666666666,7.109698,16.0217308125,0.0
98,2020-01-01 01:38:00,37.8994099999999,74.0511,72.0,19.2,75.0,0.903552,205.17003714285715,0.6715952029520295,822.09855,7.1325239,16.055904374999997,0.0
99,2020-01-01 01:39:00,36.93747,73.9878,72.0,17.15,75.0,0.8069962352941176,203.15102,0.6961527675276753,809.0209166666667,7.092582199999999,15.979004999999999,0.0
100,2020-01-01 01:40:00,37.33388,73.371,72.0,18.02,76.0,0.8480964705882306,204.16451142857142,0.7196424354243542,784.47775,7.146789,16.0815375,0.0
101,2020-01-01 01:41:00,37.27457,73.6632,72.0,18.35,76.0,0.8634239999999953,203.9524485714286,0.7431324723247232,804.2294166666667,7.0897286,15.979004999999999,0.0
102,2020-01-01 01:42:00,37.19251,74.0751,72.0,20.24,76.0,0.9524809411764705,204.36311999999998,0.7527420664206642,834.7566500000001,7.149642599999999,16.055904374999997,0.0
103,2020-01-01 01:43:00,36.78867,74.2237,72.0,19.61,76.0,0.9227482352941176,204.3562714285714,0.7548774907749077,828.94105,7.0897286,15.987545437499879,0.0
104,2020-01-01 01:44:00,36.5933099999999,73.8075,72.0,20.23,76.0,0.9521129411764706,203.78376,0.7591483394833948,811.63915,7.123963099999999,16.115722875,0.0
105,2020-01-01 01:45:00,36.30052,73.7344,72.0,17.6,76.0,0.8283684705882353,204.5659057142857,0.762351291512915,800.6730666666667,7.101140099999971,16.055904374999997,0.0
106,2020-01-01 01:46:00,35.84829,73.7516,72.0,19.55,76.0,0.9198767058823529,204.16888285714282,0.7805025830258302,808.9638666666666,7.109698,16.055904374999997,0.0
107,2020-01-01 01:47:00,35.36936,73.6846,72.0,18.62,76.0,0.8762004705882306,204.00636285714285,0.805060147601476,813.7325000000001,7.1325239,15.987545437499879,0.0
108,2020-01-01 01:48:00,35.82662,73.708,72.0,19.75,76.0,0.9294225882352941,204.5236,0.8242789667896679,847.1523666666666,7.101140099999971,16.1242633125,0.0
109,2020-01-01 01:49:00,35.73376,73.7719,72.0,19.08,76.0,0.8976508235294117,204.56007714285712,0.8402948339483395,826.0271833333333,7.149642599999999,16.064456625,0.0
110,2020-01-01 01:50:00,35.81123,74.0601,72.0,19.66,76.0,0.9249421176470589,204.41795714285715,0.8434981549815498,817.5501833333333,7.101140099999971,16.166989124999997,0.0
111,2020-01-01 01:51:00,35.99417,74.2274,72.0,19.27,76.0,0.9068216470588235,203.6337714285714,0.8168051660516605,814.2598333333334,7.1582004999999995,15.987545437499879,0.0
112,2020-01-01 01:52:00,36.031,73.8889,72.0,17.85,76.0,0.840032,203.7060457142857,0.7655546125461256,815.7550333333334,7.0783171000000005,16.0986301875,0.0
113,2020-01-01 01:53:00,37.42347,73.9051,72.0,18.34,76.0,0.8629063529411718,204.01622285714282,0.7196424354243542,810.8819833333333,7.143935399999971,16.064456625,0.0
114,2020-01-01 01:54:00,37.79885,74.1203,72.0,19.57,76.0,0.9207816470588235,203.9214114285714,0.6908140221402214,815.4804,7.092582199999999,16.115722875,0.0
115,2020-01-01 01:55:00,37.989,74.0947,72.0,19.77,76.0,0.9302282352941176,204.43952285714286,0.673730627306273,819.1343999999999,7.1154052,16.0217308125,0.0
116,2020-01-01 01:56:00,37.59119,74.0147,72.0,18.58,76.0,0.8741976470588235,203.60312285714286,0.6683922509225092,814.1073499999999,7.1211124,15.944819625,0.0
117,2020-01-01 01:57:00,37.4103099999999,73.8677,72.0,19.16,76.0,0.901606588235294,204.35010285714284,0.6726630996309962,818.14495,7.0897286,16.115722875,0.0
118,2020-01-01 01:58:00,37.18031,73.8228,72.0,19.94,76.0,0.9384183529411717,203.5614,0.6769339483394834,816.2127166666668,7.1524933,16.0217308125,0.0
119,2020-01-01 01:59:00,36.86454,73.8956,72.0,21.39,76.0,1.0065731764705883,203.87284,0.6886785977859778,809.8885666666666,7.0897286,16.0986301875,0.0
120,2020-01-01 02:00:00,36.59661,74.19,72.0,20.32,76.0,0.9563689411764706,202.99335714285712,0.7014915129151291,812.7586833333334,7.081167799999999,16.166989124999997,0.0
121,2020-01-01 02:01:00,36.59661,74.19,72.0,20.32,76.0,0.9563689411764706,202.99335714285712,0.7014915129151291,812.7586833333334,7.081167799999999,16.166989124999997,0.0
122,2020-01-01 02:02:00,36.35653,74.1468,72.0,19.88,76.0,0.9353576470588189,204.88812857142858,0.706829889298893,822.5814333333333,7.143935399999971,16.0131785625,0.0
123,2020-01-01 02:03:00,36.8517299999999,74.1573,72.0,20.3,76.0,0.9550936470588236,203.2826,0.7143040590405905,822.8732166666665,7.095435800000001,16.1242633125,0.0
124,2020-01-01 02:04:00,36.57023,74.202,72.0,18.5,76.0,0.8707750588235295,204.0477457142857,0.7057623616236162,813.6837333333334,7.1154052,15.987545437499879,0.0
125,2020-01-01 02:05:00,36.45375,73.9558,72.0,19.91,75.0,0.9370997647058823,203.38926285714285,0.6940173431734318,821.1651,7.1325239,16.064456625,0.0
126,2020-01-01 02:06:00,35.44174,73.9348,72.0,19.23,76.0,0.9049731764705883,204.02807428571427,0.6715952029520295,817.6932166666667,7.092582199999999,16.166989124999997,0.0
127,2020-01-01 02:07:00,35.44174,74.0645,72.0,19.23,76.0,0.9049731764705883,203.48222857142858,0.6715952029520295,810.1472166666666,7.092582199999999,16.166989124999997,0.0
128,2020-01-01 02:08:00,35.83467,74.3924,72.0,18.4,76.0,0.8657755294117601,204.59572857142857,0.6683922509225092,811.3955500000001,7.0897286,16.0815375,0.0
129,2020-01-01 02:09:00,37.30029,74.6306,72.0,19.99,76.0,0.9407317647058824,204.53001142857144,0.6844077490774908,829.8182666666667,7.1524933,16.158448687499998,0.0
130,2020-01-01 02:10:00,38.93544,74.2745,72.0,18.98,76.0,0.8929458823529365,205.55399428571428,0.6961527675276753,824.3082166666667,7.0897286,16.0131785625,0.0
131,2020-01-01 02:11:00,40.83093,73.8701,72.0,19.33,76.0,0.9095105882352941,204.26971714285713,0.6929498154981549,812.0775833333333,7.1382281999999995,16.115722875,0.0
132,2020-01-01 02:12:00,41.01162,73.9761,72.0,17.44,76.0,0.8207148235294071,204.39289428571428,0.6886785977859778,826.2404499999999,7.092582199999999,15.987545437499879,0.0
133,2020-01-01 02:13:00,41.35009,73.9697,72.0,18.89,76.0,0.8889011764705882,204.2176,0.6833402214022141,813.8688833333334,7.1154052,16.158448687499998,0.0
134,2020-01-01 02:14:00,41.48734,73.9762,72.0,20.79,76.0,0.9781769411764705,203.67500857142855,0.6769339483394834,834.8027333333333,7.1211124,16.055904374999997,0.0
135,2020-01-01 02:15:00,40.95567,73.8734,72.0,21.58,76.0,1.0155887058823483,204.46478000000002,0.6630535055350554,817.1717166666667,7.101140099999971,16.158448687499998,0.0
136,2020-01-01 02:16:00,39.45192,74.9884,72.0,21.86,76.0,1.02877552941176,203.9291342857143,0.6555793357933579,846.2596333333335,7.146789,15.944819625,0.0
137,2020-01-01 02:17:00,38.48905,74.7782,72.0,19.7,76.0,0.9268399999999953,202.97825142857144,0.6534439114391144,842.7472666666666,7.0897286,16.115722875,0.0
138,2020-01-01 02:18:00,37.97364,74.1858,72.0,18.81,76.0,0.8849698823529412,204.80929714285713,0.6566472324723247,820.5749999999999,7.1524933,15.987545437499879,0.0
139,2020-01-01 02:19:00,37.3315799999999,73.5177,72.0,18.06,76.0,0.8500061176470588,203.7590857142857,0.6619856088560886,802.5455666666667,7.086875,16.1242633125,0.0
140,2020-01-01 02:20:00,37.24313,73.1462,72.0,18.51,76.0,0.8712531764705882,203.63615142857142,0.6683922509225092,788.7366666666667,7.146789,16.0131785625,0.0
141,2020-01-01 02:21:00,37.24313,73.7106,72.0,18.51,76.0,0.8712531764705882,204.3196,0.6683922509225092,813.1477666666666,7.146789,16.0131785625,0.0
142,2020-01-01 02:22:00,38.0377299999999,73.5205,72.0,19.07,76.0,0.8976277647058823,204.26889142857144,0.6577147601476014,812.259,7.123963099999999,16.115722875,0.0
143,2020-01-01 02:23:00,37.82795,73.579,72.0,19.13,76.0,0.9000931764705883,203.81518571428572,0.6555793357933579,806.5528333333333,7.1154052,16.0217308125,0.0
144,2020-01-01 02:24:00,37.4576,73.7833,72.0,19.37,76.0,0.9115661176470542,203.97906571428572,0.6427667896678967,805.1165500000001,7.095435800000001,16.0131785625,0.0
145,2020-01-01 02:25:00,38.22674,73.9845,72.0,19.52,76.0,0.9185392941176423,204.68835428571427,0.6374284132841328,811.9123833333333,7.143935399999971,16.0131785625,0.0
146,2020-01-01 02:26:00,39.2080799999999,73.9058,72.0,18.99,76.0,0.8937797647058823,204.29303142857142,0.6256833948339484,810.1406833333334,7.092582199999999,15.944819625,0.0
147,2020-01-01 02:27:00,38.17844,73.6299,72.0,19.01,76.0,0.8945510588235247,204.32649714285714,0.6150062730627306,813.8343500000001,7.1524933,15.987545437499879,0.0
148,2020-01-01 02:28:00,37.63472,73.7096,72.0,19.69,76.0,0.9268164705882352,204.4018314285714,0.6043287822878228,813.1572166666666,7.0897286,16.158448687499998,0.0
149,2020-01-01 02:29:00,36.3829099999999,74.203,72.0,17.36,76.0,0.8171298823529365,204.2871057142857,0.5925841328413285,818.1315333333332,7.146789,16.0217308125,0.0
150,2020-01-01 02:30:00,36.44622,74.2218,72.0,18.83,76.0,0.8862056470588235,202.9966114285714,0.5829745387453874,808.3384166666666,7.0897286,16.064456625,0.0
151,2020-01-01 02:31:00,36.3540099999999,73.8711,72.0,19.19,76.0,0.9029712941176471,203.6159942857143,0.571229520295203,814.91725,7.123963099999999,15.987545437499879,0.0
152,2020-01-01 02:32:00,36.09466,73.8138,72.0,20.0,76.0,0.941348705882353,205.10125999999997,0.561620295202952,808.6776833333333,7.109698,16.0217308125,0.0
153,2020-01-01 02:33:00,36.02112,74.0171,72.0,17.74,76.0,0.8346583529411765,204.0229742857143,0.5562815498154982,805.2849,7.101140099999971,16.0217308125,0.0
154,2020-01-01 02:34:00,36.44713,74.4166,72.0,17.15,76.0,0.8070785882352894,204.10442857142854,0.5488077490774907,827.0557166666667,7.143935399999971,16.055904374999997,0.0
155,2020-01-01 02:35:00,36.36357,74.6924,72.0,17.73,76.0,0.8345167058823529,204.30114285714285,0.5541461254612546,835.2802500000001,7.0897286,15.953371874999998,0.0
